Kennzeichen;Identnummer;Bankleitzahl;Institutsart;Sektor;Firmenbuchnummer;Bankenname;Stra�e;PLZ;Ort;Postadresse / Stra�e;Postadresse / PLZ;Postadresse / Ort;Postfach;Bundesland;Telefon;Fax;E-Mail;SWIFT-Code;Homepage;Gr�ndungsdatum;LEI
;256960;38118;;Raiffeisen;69583d;Raiffeisenbank Gleinst�tten-Leutschach-Gro� St. Florian eGen;Gleinst�tten 168;8443;Gleinst�tten;;;;;Steiermark;03457/4077;03457/4077209;info@rbgleinstaetten.at;RZSTAT2G102;www.rbgleinstaetten.at;01.01.1897;529900HUNXOFZ7HGUU35
;256781;38375;;Raiffeisen;59660k;Raiffeisenbank Schilcherland eGen;Raiffeisenstra�e 1;8530;Deutschlandsberg;;;;;Steiermark;03462/2401;03462/240145;info.38043@rb-deutschlandsberg.at;RZSTAT2G043;www.rb-deutschlandsberg.at;24.05.1931;5299005Z1TY1BALSWA53
;280143;35008;;Raiffeisen;70072y;Raiffeisenbank Flachgau Mitte eGen;Dorf 1;5301;Eugendorf;;;;;Salzburg;06225/8236;06225/823635;info@rbflachgaumitte.at;RVSAAT2S015;www.flachgaumitte.raiffeisen.at;17.05.1924;529900N9C4Q1U8GYMT96
;280143;35108;;Raiffeisen;70072y;Raiffeisenbank Flachgau Mitte eGen;Dorf 1;5301;Eugendorf;;;;;Salzburg;06225/8236;06225/823635;info@rbflachgaumitte.at;RVSAAT2S015;www.flachgaumitte.raiffeisen.at;17.05.1924;529900N9C4Q1U8GYMT96
Hauptanstalt;22212191;19888;KI;Aktienbanken;497440f;ICBC Austria Bank GmbH;Kolingasse 4;1090;Wien;;;;;Wien;01 9395588 0;;office@at.icbc.com.cn;ICBKATWWXXX;http://www.icbc-at.com;24.07.2018;529900VJJC1WXQU3Y063
;112097;39358;;Raiffeisen;116094b;Raiffeisenlandesbank K�rnten - Rechenzentrum und Revisionsverband, registrierte Genossenschaft mit beschr�nkter Haftung;Raiffeisenplatz 1;9020;Klagenfurt;;;;;K�rnten;0463/99300;;info@rbgk.raiffeisen.at;RZKTAT2KXXX;www.rlb-bank.at;03.12.1900;5299009EHB4RBGMI5828
;281646;35037;;Raiffeisen;53369i;Raiffeisenbank Lungau eGen;Kirchengasse 9;5580;Tamsweg;;;;;Salzburg;05999/35063;05999/35063;info@rb-lungau.at;RVSAAT2S063;www.rb-lungau.at;05.12.1897;529900PN604MO3H4BI83
;259586;38292;;Raiffeisen;53999k;Raiffeisenbank Wildon-Preding eGen;Leibnitzerstra�e 1;8410;Wildon;;;;;Steiermark;03182/2565;03182/2565-100;info.38499@rbwildonpreding.at;RZSTAT2G499;www.rbwildonpreding.at;03.01.1900;529900JVGA8OHAQJ2R38
;267740;37439;;Raiffeisen;63256z;Raiffeisenbank Bodensee-Leiblachtal eGen;Seestra�e 1;6971;Hard (Vbg.);;;;;Vorarlberg;05574/6856;05574/6856124;Bodenseebank@raiba.at;RVVGAT2B431;www.bodenseebank.at;01.01.1893;529900W4Z3RNACRRNH50
;259012;38411;;Raiffeisen;56549k;Raiffeisenbank Region Hartberg eGen;Wiesengasse 2;8230;Hartberg;;;;;Steiermark;03332/20900;03332/20900100;info@raiffeisenhartberg.at;RZSTAT2G403;www.raiffeisenhartberg.at;12.04.1897;529900G0O4D2ZDKYAM83
;266078;36275;;Raiffeisen;41635d;Raiffeisenbank Neustift-Mieders-Sch�nberg im Stubaital eGen;Dorf 2;6167;Neustift im Stubaital;;;;;Tirol;05226/2333;05226/233385-73490;office@rb-stubai.at;RZTIAT22285;www.rb-stubai.at;01.01.1891;5299005D7BSJAXC1U023
;281646;35036;;Raiffeisen;53369i;Raiffeisenbank Lungau eGen;Kirchengasse 9;5580;Tamsweg;;;;;Salzburg;05999/35063;05999/35063;info@rb-lungau.at;RVSAAT2S063;www.rb-lungau.at;05.12.1897;529900PN604MO3H4BI83
;260479;34160;;Raiffeisen;77818p;Raiffeisenbank Region Rohrbach eGen;Stadtplatz 30;4150;Rohrbach-Berg(O�);;;;;Ober�sterreich;07289/6881;05999/34909/39500;rb-rohrbach@rbro.at;RZOOAT2L410;www.rbro.at;16.07.1905;5299004J3SBQE609PM70
;1643827;19520;;Sparkassen;34274d;Steierm�rkische Bank und Sparkassen Aktiengesellschaft;Sparkassenplatz 4;8010;Graz;;8011;Graz;844;Steiermark;050100/36000;050100/936000;info@steiermaerkische.at;STSPAT2GXXX;www.sparkasse.at/steiermaerkische;09.07.1991;549300DVPJYGNF2P7B03
;280143;35023;;Raiffeisen;70072y;Raiffeisenbank Flachgau Mitte eGen;Dorf 1;5301;Eugendorf;;;;;Salzburg;06225/8236;06225/823635;info@rbflachgaumitte.at;RVSAAT2S015;www.flachgaumitte.raiffeisen.at;17.05.1924;529900N9C4Q1U8GYMT96
;262730;34420;;Raiffeisen;77513s;Raiffeisenbank M�hlviertler Alm eGen;Schulstr. 2;4280;K�nigswiesen;;;;;Ober�sterreich;07955/6861;05999/34909/38499;rb-muehlviertler-alm@raiffeisen-ooe.at;RZOOAT2L330;http://ooe.raiffeisen.at/muehlviertler-alm;01.01.1895;5299007JS6F7MGJNN453
;259128;33054;;Raiffeisen;126036y;Raiffeisenbank Frauenkirchen-M�nchhof-Podersdorf am See eGen;Amtshausgasse 2;7132;Frauenkirchen;;7132;Frauenkirchen;16;Burgenland;02172/2278;02172/2278900;info@rb33116.at;RLBBAT2E116;https://www.raiffeisen.at/bgld/frauenkirchen-moenchhof-podersdorf;10.04.1956;52990025MUV1CHF0Y448
;281646;35061;;Raiffeisen;53369i;Raiffeisenbank Lungau eGen;Kirchengasse 9;5580;Tamsweg;;;;;Salzburg;05999/35063;05999/35063;info@rb-lungau.at;RVSAAT2S063;www.rb-lungau.at;05.12.1897;529900PN604MO3H4BI83
;281646;35161;;Raiffeisen;53369i;Raiffeisenbank Lungau eGen;Kirchengasse 9;5580;Tamsweg;;;;;Salzburg;05999/35063;05999/35063;info@rb-lungau.at;RVSAAT2S063;www.rb-lungau.at;05.12.1897;529900PN604MO3H4BI83
;281646;35261;;Raiffeisen;53369i;Raiffeisenbank Lungau eGen;Kirchengasse 9;5580;Tamsweg;;;;;Salzburg;05999/35063;05999/35063;info@rb-lungau.at;RVSAAT2S063;www.rb-lungau.at;05.12.1897;529900PN604MO3H4BI83
;281646;35361;;Raiffeisen;53369i;Raiffeisenbank Lungau eGen;Kirchengasse 9;5580;Tamsweg;;;;;Salzburg;05999/35063;05999/35063;info@rb-lungau.at;RVSAAT2S063;www.rb-lungau.at;05.12.1897;529900PN604MO3H4BI83
;261173;34161;;Raiffeisen;78373f;Raiffeisenbank Region Gallneukirchen eGen;Reichenauerstr. 6-8;4210;Gallneukirchen;;;;;Ober�sterreich;07235/62320;07235/6232031830;rb-region-gallneukirchen@raiffeisen-ooe.at;RZOOAT2L111;www.raiffeisen-ooe.at/gallneukirchen;27.11.1898;529900RK0V6Z8BYXRO14
;264890;34637;;Raiffeisen;77682p;Raiffeisenbank Perg eGen;Linzerstr. 14;4320;Perg;;;;;Ober�sterreich;07262/57474;;rb-perg@raiffeisen-ooe.at;RZOOAT2L777;www.raiffeisen-ooe.at/perg;14.06.1900;529900YEZT2PSKDO2832
;53767;14200;;Aktienbanken;205340x;BAWAG P.S.K. Bank f�r Arbeit und Wirtschaft und �sterreichische Postsparkasse Aktiengesellschaft;Wiedner G�rtel 11;1100;Wien;;;;;Wien;059905;059905/22840;office@bawaggroup.com;BAWAATWWXXX;https://www.bawag.at/;01.01.1922;529900ICA8XQYGIKR372
;261173;34475;;Raiffeisen;78373f;Raiffeisenbank Region Gallneukirchen eGen;Reichenauerstr. 6-8;4210;Gallneukirchen;;;;;Ober�sterreich;07235/62320;07235/6232031830;rb-region-gallneukirchen@raiffeisen-ooe.at;RZOOAT2L111;www.raiffeisen-ooe.at/gallneukirchen;27.11.1898;529900RK0V6Z8BYXRO14
;266140;32227;;Raiffeisen;55056s;Raiffeisenbank Weinviertel Nordost eGen;Hauptstr. 39;2225;Zistersdorf;Hauptstrasse 39;2225;Zistersdorf;;Nieder�sterreich;02532/2363;02532/2363-999;info.32985@rbwno.at;RLNWATWWZDF;www.rbwno.at;07.10.1894;529900W1A4T0O6Z1NS59
;261181;32982;;Raiffeisen;57796w;Raiffeisenbank Hollabrunn eGen;Raiffeisenplatz 1;2020;Hollabrunn;;;;;Nieder�sterreich;02952/2822;02952/282220;info.32322@rbhl.at;RLNWATW1322;www.rbhl.at;25.03.1962;529900IJ7KCTOTCIET29
;264849;32769;;Raiffeisen;74508x;Raiffeisenbank Region St. P�lten eGen;Kremser Landstra�e 18;3100;St. P�lten;;3100;St. P�lten;11;Nieder�sterreich;0595005;0595005/9000;info@rbstp.at;RLNWATWWOBG;www.rbstp.at;26.02.1875;529900YKWSR6JLGDW672
;264849;32356;;Raiffeisen;74508x;Raiffeisenbank Region St. P�lten eGen;Kremser Landstra�e 18;3100;St. P�lten;;3100;St. P�lten;11;Nieder�sterreich;0595005;0595005/9000;info@rbstp.at;RLNWATWWOBG;www.rbstp.at;26.02.1875;529900YKWSR6JLGDW672
;257958;38026;;Raiffeisen;69221x;Raiffeisenbank Passail eGen;Markt 15;8162;Passail;;;;;Steiermark;03179/23214;03179/2321424;info.38282@rbpassail.at;RZSTAT2G282;www.rbpassail.at;03.12.1911;529900QRFKD32R2U5K09
;280194;35024;;Raiffeisen;70791f;Raiffeisenbank Wallersee eGen;Hauptstra�e 39;5202;Neumarkt am Wallersee;;;;;Salzburg;06216/5312;06216/531216;info@wallersee.raiffeisen.at;RVSAAT2S021;www.wallersee.raiffeisen.at;01.01.1903;529900WAA7HEARUX0S78
Hauptanstalt;285862;35034;KI;Raiffeisen;68047w;Raiffeisenbank Salzburg Liefering-Maxglan-Siezenheim eGen;Innsbrucker Bundesstra�e 34;5020;Salzburg;;;;;Salzburg;0662/433561;0662/433561-19;info@rblms.at;RVSAAT2S034;www.liefering-maxglan.raiffeisen.at;03.07.1913;5299006VR0N8XB1AYR69
;285862;35054;;Raiffeisen;68047w;Raiffeisenbank Salzburg Liefering-Maxglan-Siezenheim eGen;Innsbrucker Bundesstra�e 34;5020;Salzburg;;;;;Salzburg;0662/433561;0662/433561-19;info@rblms.at;RVSAAT2S034;www.liefering-maxglan.raiffeisen.at;03.07.1913;5299006VR0N8XB1AYR69
;53767;14210;;Aktienbanken;205340x;BAWAG P.S.K. Bank f�r Arbeit und Wirtschaft und �sterreichische Postsparkasse Aktiengesellschaft;Wiedner G�rtel 11;1100;Wien;;;;;Wien;059905;059905/22840;office@bawaggroup.com;BAWAATWWXXX;https://www.bawag.at/;01.01.1922;529900ICA8XQYGIKR372
;9371001;19450;;Aktienbanken;330441v;Liechtensteinische Landesbank (�sterreich) AG;Hessgasse 1;1010;Wien;;;;;Wien;01/53616;01/53616900;llb@llb.at;COPRATWWXXX;www.llb.at;03.12.2009;529900MZNQDC3A3WSZ72
;268046;37445;;Raiffeisen;59220p;Raiffeisenbank Weissachtal eGen;Dorf 245;6934;Sulzberg (Vbg.);Dorf 245;6934;Sulzberg;;Vorarlberg;05516/2119;05516/2119590;weissachtal@raiba.at;RVVGAT2B474;www.raibaweissachtal.at;26.11.1893;52990011EY5WB0027820
;257249;38481;;Raiffeisen;82869t;Raiffeisenbank Schladming-Gr�bming eGen;Hauptstra�e 279;8962;Gr�bming;Hauptstra�e 279;8962;Gr�bming;;Steiermark;+43 3685 22234;+43 3685 22234-207;info.38113@38113.at;RZSTAT2G113;www.raiffeisen.at/schladming-groebming;01.01.1902;529900OB49JFT03YO325
;243078;33124;;Raiffeisen;124617k;Raiffeisenbank Burgenland Mitte eGen;Hauptstra�e 34;7350;Oberpullendorf;;;;;Burgenland;05 0753;050753 8101;info.33065@rbbm.at;RLBBAT2E065;www.raiffeisen.at/burgenland-mitte;14.08.1928;529900ZLDHV67QISV317
;268763;39407;;Raiffeisen;110981h;Raiffeisen-Bezirksbank St. Veit a.d. Glan-Feldkirchen, registrierte Genossenschaft mit beschr�nkter Haftung;Oktoberplatz 1;9300;St. Veit an der Glan;;9300;St. Veit an der Glan;9;K�rnten;04212/5566;04212/5566947506;rbb.st-veit@rbgk.raiffeisen.at;RZKTAT2K475;www.raikastveit.at;06.12.1903;529900FT8EQ3UTVPCG65
;269379;39383;;Raiffeisen;119565g;Raiffeisen Bank Villach registrierte Genossenschaft mit beschr�nkter Haftung;Nikolaig. 4;9500;Villach;Nikolaigasse 4;9500;Villach;;K�rnten;+43 4242 24943;+43 4242 24943 949699;rb.villach@rbgk.raiffeisen.at;RZKTAT2K496;www.rbvillach.at;27.01.1893;529900UVX2XR8Y4ZUQ97
;266655;34535;;Raiffeisen;77626g;Raiffeisenbank Region Neufelden eGen;Markt 17;4113;St. Martin im M�hlkreis;Markt 17;4113;St. Martin im M�hlkreis;;Ober�sterreich;+43 7232 2232 0;;office@rbneufelden.at;RZOOAT2L300;www.rbneufelden.at;15.01.1900;529900XUR3TQNOWU1A10
;266655;34361;;Raiffeisen;77626g;Raiffeisenbank Region Neufelden eGen;Markt 17;4113;St. Martin im M�hlkreis;Markt 17;4113;St. Martin im M�hlkreis;;Ober�sterreich;+43 7232 2232 0;;office@rbneufelden.at;RZOOAT2L300;www.rbneufelden.at;15.01.1900;529900XUR3TQNOWU1A10
;285978;35058;;Raiffeisen;70108a;Raiffeisenbank Kuchl-St. Koloman eGen;Markt 222;5431;Kuchl;;;;;Salzburg;06244/6507;06244/650717;info@kuchl.raiffeisen.at;RVSAAT2S029;www.raiffeisen.at/sbg/kuchl;30.08.1925;529900ZRHSL769NX0G06
;285994;35003;;Raiffeisen;71242v;Raiffeisenbank Pinzgau Mitte eGen;Lofererstr.5;5760;Saalfelden am Stein. Meer;;;;;Salzburg;06582/72218;06582/7221821;info@saalfelden.raiffeisen.at;RVSAAT2S053;www.saalfelden.raiffeisen.at;01.01.1902;5299001R65GPN5AW9T45
;285994;35013;;Raiffeisen;71242v;Raiffeisenbank Pinzgau Mitte eGen;Lofererstr.5;5760;Saalfelden am Stein. Meer;;;;;Salzburg;06582/72218;06582/7221821;info@saalfelden.raiffeisen.at;RVSAAT2S053;www.saalfelden.raiffeisen.at;01.01.1902;5299001R65GPN5AW9T45
;285994;35031;;Raiffeisen;71242v;Raiffeisenbank Pinzgau Mitte eGen;Lofererstr.5;5760;Saalfelden am Stein. Meer;;;;;Salzburg;06582/72218;06582/7221821;info@saalfelden.raiffeisen.at;RVSAAT2S053;www.saalfelden.raiffeisen.at;01.01.1902;5299001R65GPN5AW9T45
;280216;35045;;Raiffeisen;69205y;Raiffeisenbank Hallein-Oberalm eGen;Justin-Robert-Platz 1;5400;Hallein;;;;;Salzburg;06245/80465;06245/86760;info@hallein.raiffeisen.at;RVSAAT2S022;www.hallein.raiffeisen.at;07.11.1907;529900EO4WC4F1KM1F38
;280437;35057;;Raiffeisen;71082h;Raiffeisenbank St. Johann-Wagrain-Kleinarl eGen;Ing. Ludwig Pech-Stra�e 1;5600;St. Johann im Pongau;;;;;Salzburg;06412/6161;06412/6161-19;info@sanktjohann.raiffeisen.at;RVSAAT2S069;www.sanktjohann.raiffeisen.at;01.01.1899;529900TM5Z07RGPDPP86
;259977;36306;;Raiffeisen;40256a;Raiffeisenbank Serfaus-Fiss-Ried eGen;Dorfbahnstra�e 41-43;6534;Serfaus;;;;;Tirol;+43 5999 36315 00;05999 35888 74390;raiba.serfaus-fiss-ried@rbgt.raiffeisen.at;RZTIAT22315;www.raiffeisen.at/serfaus-fiss-ried;02.01.1916;529900PRWY39ZU97UW60
;285994;35035;;Raiffeisen;71242v;Raiffeisenbank Pinzgau Mitte eGen;Lofererstr.5;5760;Saalfelden am Stein. Meer;;;;;Salzburg;06582/72218;06582/7221821;info@saalfelden.raiffeisen.at;RVSAAT2S053;www.saalfelden.raiffeisen.at;01.01.1902;5299001R65GPN5AW9T45
;243159;36367;;Raiffeisen;41564z;Raiffeisen Regionalbank Matrei i.O. eGen;Rauterplatz 4;9971;Matrei in Osttirol;;;;;Tirol;04875/6801;04875/680148190;raiba.matrei-osttirol@bankmatrei.at;RZTIAT22378;www.bankmatrei.at;01.09.1894;529900GM7ROAY9MPT913
;258210;32242;;Raiffeisen;46074g;Raiffeisenbank Wagram-Schmidatal eGen;Bahnhofstra�e 25;3462;Absdorf;;;;;Nieder�sterreich;059633;059633/9999;info.32002@rbws.at;RLNWATW1002;www.rbws.at;08.01.1899;529900TXERM62NN2XR18
;265519;32497;;Raiffeisen;75182m;Raiffeisenbank Tulln eGen;Bahnhofstra�e 9;3430;Tulln;;;;;Nieder�sterreich;02272/62528;02272/62528175;info.32880@rbtulln.at;RLNWATW1880;www.rbtulln.at;01.01.1967;52990017AXISC0US4773
;258865;32930;;Raiffeisen;109921z;Raiffeisenbank Region Baden eGen;Raiffeisenplatz 1;2500;Baden bei Wien;;2500;Baden/Wien;55;Nieder�sterreich;0502045;0502045/9001;info.32045@rbbaden.at;RLNWATWWBAD;www.rbbaden.at;21.01.1960;529900V3U02PY23N1L13
;258865;32247;;Raiffeisen;109921z;Raiffeisenbank Region Baden eGen;Raiffeisenplatz 1;2500;Baden bei Wien;;2500;Baden/Wien;55;Nieder�sterreich;0502045;0502045/9001;info.32045@rbbaden.at;RLNWATWWBAD;www.rbbaden.at;21.01.1960;529900V3U02PY23N1L13
;256722;38108;;Raiffeisen;53624i;Raiffeisenbank Oststeiermark Nord eGen;Raiffeisenplatz 200;8225;P�llau bei Hartberg;;;;;Steiermark;+43 3335 48800;+43 3335 48800 805;info@dieraiffeisenbank.at;RZSTAT2G023;www.dieraiffeisenbank.at;03.02.1903;5299006SI21AP8AO6N63
;257052;33031;;Raiffeisen;124705s;Raiffeisenbank Region Deutschkreutz-Horitschon eGen;Hauptstra�e 49;7301;Deutschkreutz;;;;;Burgenland;02613/80244;02613/8024499;info.33010@raiffeisen-burgenland.at;RLBBAT2E010;www.raiffeisen.at/deutschkreutzhoritschon;05.06.1923;529900ZPKTLPXOZIRG88
;257052;33058;;Raiffeisen;124705s;Raiffeisenbank Region Deutschkreutz-Horitschon eGen;Hauptstra�e 49;7301;Deutschkreutz;;;;;Burgenland;02613/80244;02613/8024499;info.33010@raiffeisen-burgenland.at;RLBBAT2E010;www.raiffeisen.at/deutschkreutzhoritschon;05.06.1923;529900ZPKTLPXOZIRG88
;256722;38041;;Raiffeisen;53624i;Raiffeisenbank Oststeiermark Nord eGen;Raiffeisenplatz 200;8225;P�llau bei Hartberg;;;;;Steiermark;+43 3335 48800;+43 3335 48800 805;info@dieraiffeisenbank.at;RZSTAT2G023;www.dieraiffeisenbank.at;03.02.1903;5299006SI21AP8AO6N63
;279986;35043;;Raiffeisen;71071t;Raiffeisenbank Hohe Tauern eGen;Wilhelm-Fazokas-Stra�e 2c;5710;Kaprun;;;;;Salzburg;06547/8245-0;06547/8245-33;info@hohetauern.raiffeisen.at;RVSAAT2S012;www.hohetauern.raiffeisen.at;26.06.1893;529900LKC78RCPF4OP49
;267422;37429;;Raiffeisen;59672d;Raiffeisenbank Montfort eGen;Bahnhofstra�e 2;6830;Rankweil;;;;;Vorarlberg;05522/42301;05522/42301120;montfort@raiba.at;RVVGAT2B422;www.raibamontfort.at;17.11.1899;529900QPSJDW4Z12VO64
;267422;37402;;Raiffeisen;59672d;Raiffeisenbank Montfort eGen;Bahnhofstra�e 2;6830;Rankweil;;;;;Vorarlberg;05522/42301;05522/42301120;montfort@raiba.at;RVVGAT2B422;www.raibamontfort.at;17.11.1899;529900QPSJDW4Z12VO64
;267422;37461;;Raiffeisen;59672d;Raiffeisenbank Montfort eGen;Bahnhofstra�e 2;6830;Rankweil;;;;;Vorarlberg;05522/42301;05522/42301120;montfort@raiba.at;RVVGAT2B422;www.raibamontfort.at;17.11.1899;529900QPSJDW4Z12VO64
Filiale;24516880;94648;EZ;Zahlungsinstitute;517529y;Viva Payment Services S.A. Zweigniederlassung Wien/�sterreich;c/o Regus Westbahnhof BahnhofCity Wien West, Europaplatz 2/1/2;1150;Wien;;;;;Wien;;;;VPAYATW2XXX;;;2138007FZ35BCMQYQ162
Filiale;25899856;19515;ZW;� 9 Institute;538794w;Opel Bank S.A. Niederlassung �sterreich;Gro�-Enzersdorfer Stra�e 59;1220;Wien;;;;;Wien;0720 204070;;info@opelbank.at;OPBAATW2XXX;www.opelbank.at;;5299005FT5U0QSJSN049
;256927;38122;;Raiffeisen;59121v;Raiffeisenbank Region F�rstenfeld eGen;Stadt-Zug-Platz 4;8280;F�rstenfeld;;;;;Steiermark;03382/52363;03382/5236318;office@rbfuerstenfeld.at;RZSTAT2G077;www.rbfuerstenfeld.at;31.07.1926;529900KM8P1Q4L0HCX48
Filiale;26709481;19835;ZW;� 9 Institute;547791a;Ford Bank GmbH, Zweigniederlassung �sterreich;Sterneckstra�e 31-33;5020;Salzburg;Sterneckstra�e 31-33;5021;Salzburg;;Salzburg;0662/6560;0662/6560555;fceinfo@ford.com;FAZFAT21XXX;www.ford.at;;
;279986;35048;;Raiffeisen;71071t;Raiffeisenbank Hohe Tauern eGen;Wilhelm-Fazokas-Stra�e 2c;5710;Kaprun;;;;;Salzburg;06547/8245-0;06547/8245-33;info@hohetauern.raiffeisen.at;RVSAAT2S012;www.hohetauern.raiffeisen.at;26.06.1893;529900LKC78RCPF4OP49
;258067;38112;;Raiffeisen;67290g;Raiffeisenbank Gratwein-Hitzendorf eGen;Bahnhofstrasse 22;8112;Gratwein-Stra�engel;;;;;Steiermark;03124/51321;;info.38138@rb38138.at;RZSTAT2G138;www.rb38138.at;01.01.1901;5299007D752OSBB86237
;269468;39431;;Raiffeisen;113124i;Raiffeisenbank Oberes M�lltal-Oberdrauburg eGen;Winklern 37;9841;Winklern im M�lltal;Winklern 37;9841;Winklern;;K�rnten;04822/722156190;04822/7221956109;rbomo@rbgk.raiffeisen.at;RZKTAT2K561;www.raiffeisen.at/ktn/oberes-moelltal-oberdrauburg;08.04.1901;529900S9TROSI3DQS421
;258954;38223;;Raiffeisen;67302z;Raiffeisenbank Region Graz Nord eGen;Grazer Stra�e 62;8045;Graz;;8045;Graz-Andritz;3;Steiermark;0316/6993;0316/6993199;info@lebensraumbank.at;RZSTAT2G377;https://www.raiffeisen.at/stmk/region-graz-nord;05.07.1896;529900CUU4JC0MBXOU43
;268690;39400;;Raiffeisen;113120d;Raiffeisenbank Lieser-Maltatal eG;Rennweg 6;9863;Rennweg;;;;;K�rnten;04734/221;04734/221946408;rb-lieser-maltatal@rblm.at;RZKTAT2K464;www.rb-lieser-maltatal.at;26.02.1901;529900S1E4L6A03YXJ15
;268658;39404;;Raiffeisen;118739t;Raiffeisenbank Drautal registrierte Genossenschaft mit beschr�nkter Haftung;Villacher Stra�e 74;9710;Feistritz an der Drau;Villacher Stra�e 74;9710;Feistritz/Drau;;K�rnten;04245/6400044200;04245/64000944225;drautalbank@rbgk.raiffeisen.at;RZKTAT2K442;www.drautalbank.at;16.05.1897;529900I5VIERNMU0B764
;257125;33034;;Raiffeisen;122891y;Raiffeisen Regionalbank G�ssing-Jennersdorf eGen;Hauptstra�e 3;7540;G�ssing;;7540;G�ssing;139;Burgenland;05/7540;05/7540 120;info.33027@raiffeisen-burgenland.at;RLBBAT2E027;www.raiffeisen.at/guessing;01.01.1923;529900XW859RR8KRJQ73
;257125;33041;;Raiffeisen;122891y;Raiffeisen Regionalbank G�ssing-Jennersdorf eGen;Hauptstra�e 3;7540;G�ssing;;7540;G�ssing;139;Burgenland;05/7540;05/7540 120;info.33027@raiffeisen-burgenland.at;RLBBAT2E027;www.raiffeisen.at/guessing;01.01.1923;529900XW859RR8KRJQ73
;257079;33055;;Raiffeisen;124097x;Raiffeisenbank Neusiedlersee-H�gelland eGen;Hauptstra�e 39;7082;Donnerskirchen;;;;;Burgenland;02683/8686;02683/86869013;info.33012@raiffeisen-burgenland.at;RLBBAT2E012;www.rb-neusiedlersee-h�gelland.at;01.03.1926;529900O1U4B6CE4BZD76
;257079;33085;;Raiffeisen;124097x;Raiffeisenbank Neusiedlersee-H�gelland eGen;Hauptstra�e 39;7082;Donnerskirchen;;;;;Burgenland;02683/8686;02683/86869013;info.33012@raiffeisen-burgenland.at;RLBBAT2E012;www.rb-neusiedlersee-h�gelland.at;01.03.1926;529900O1U4B6CE4BZD76
Hauptanstalt;258571;36200;KI;Raiffeisen;41064p;Raiffeisenbank Absam-Thaur eGen;Schulgasse 14;6065;Thaur;;;;;Tirol;05223/492864;05223/52513 68050;raiffeisen@absam-thaur.at;RZTIAT22200;www.absam-thaur.at;15.12.1901;52990020D0OVJ59CJ526
;30937;55000;;Raiffeisen;247579m;Raiffeisenlandesbank Ober�sterreich Aktiengesellschaft;Europaplatz 1a;4020;Linz;;;;;Ober�sterreich;0732/6596;0732/659622739;internet@rlbooe.at;SLHYAT2SXXX;www.rlbooe.at;31.03.2004;I6SS27Q1Q3385V753S50
;122122;56000;;Raiffeisen;264700s;Raiffeisen-Landesbank Steiermark AG;Radetzkystra�e 15;8010;Graz;;8011;Graz;847;Steiermark;0316/8036;0316/80363089;info@rlbstmk.at;RZSTAT2GXXX;www.raiffeisen.at/rlb-steiermark;01.01.1927;529900UNUKYZ9HND3309
;30937;55500;;Raiffeisen;247579m;Raiffeisenlandesbank Ober�sterreich Aktiengesellschaft;Europaplatz 1a;4020;Linz;;;;;Ober�sterreich;0732/6596;0732/659622739;internet@rlbooe.at;SLHYAT2S500;www.rlbooe.at;31.03.2004;I6SS27Q1Q3385V753S50
;1453750;19600;;Aktienbanken;58248i;Schelhammer Capital Bank AG;Goldschmiedg. 3;1010;Wien;;1011;Wien;618;Wien;01/53434;01/534348065;bank.office@schelhammer.at;BSSWATWWXXX;www.schelhammercapital.at;26.07.1990;52990010T57RAF234Z30
;265705;32940;;Raiffeisen;107016b;Raiffeisenbank Wr. Neustadt-Schneebergland eGen;Luchspergergasse 2 - 4;2700;Wiener Neustadt;;;;;Nieder�sterreich;+43 5 70170;;info.32937@rbwnsbl.at;RLNWATWWWRN;www.rbwnsbl.at;31.05.1906;529900PYOALDPA9SZA21
;262528;36230;;Raiffeisen;41497a;Raiffeisenbank Wipptal - Stubaital Mitte eGen;Brennerstra�e 52;6150;Steinach a.Br.;;;;;Tirol;05272/6531;05272/653145122;info@rb-wipptal-stubaital.at;RZTIAT22329;www.rb-wipptal-stubaital.at;06.01.1905;529900PUH54CHFZDH147
;258571;36337;;Raiffeisen;41064p;Raiffeisenbank Absam-Thaur eGen;Schulgasse 14;6065;Thaur;;;;;Tirol;05223/492864;05223/52513 68050;raiffeisen@absam-thaur.at;RZTIAT22200;www.absam-thaur.at;15.12.1901;52990020D0OVJ59CJ526
;263273;36279;;Raiffeisen;39098y;Raiffeisenbank Kundl-M�nster eGen;Dorfstra�e 14;6250;Kundl;;;;;Tirol;05338/7244;05338/724478890;info@rb-kundl-muenster.at;RZTIAT22267;www.rb-kundl-muenster.at;28.04.1907;529900JRPX3ZQ025KP77
;258784;32647;;Raiffeisen;109814t;Raiffeisenbank Region Wiener Alpen eGen;Bahnstra�e 3;2870;Aspang;Bahnstra�e 3;2870;Aspang-Markt;;Nieder�sterreich;0502195;0502195-8899;info.32195@raiffeisenmail.com;RLNWATWWASP;www.raiffeisen.at/regionwieneralpen;03.12.1895;529900RFVP5GLLQOIN21
;244708;32663;;Raiffeisen;54744g;Raiffeisenbank im Weinviertel eGen;Hauptpl. 37;2130;Mistelbach;;;;;Nieder�sterreich;02572/3375;02572/33759997;info.32501@rb-imweinviertel.at;RLNWATWWMIB;www.rb-imweinviertel.at;01.05.1892;5299006CGNTOG0DLV470
